DATE,NASDAQCOM
1/1/2016,.
1/4/2016,4903.09
1/5/2016,4891.43
1/6/2016,4835.76
1/7/2016,4689.43
1/8/2016,4643.63
1/11/2016,4637.99
1/12/2016,4685.92
1/13/2016,4526.06
1/14/2016,4615
1/15/2016,4488.42
1/18/2016,.
1/19/2016,4476.95
1/20/2016,4471.69
1/21/2016,4472.06
1/22/2016,4591.18
1/25/2016,4518.49
1/26/2016,4567.67
1/27/2016,4468.17
1/28/2016,4506.68
1/29/2016,4613.95
2/1/2016,4620.37
2/2/2016,4516.95
2/3/2016,4504.24
2/4/2016,4509.56
2/5/2016,4363.14
2/8/2016,4283.75
2/9/2016,4268.76
2/10/2016,4283.59
2/11/2016,4266.84
2/12/2016,4337.51
2/15/2016,.
2/16/2016,4435.96
2/17/2016,4534.06
2/18/2016,4487.54
2/19/2016,4504.43
2/22/2016,4570.61
2/23/2016,4503.58
2/24/2016,4542.61
2/25/2016,4582.2
2/26/2016,4590.47
2/29/2016,4557.95
3/1/2016,4689.6
3/2/2016,4703.42
3/3/2016,4707.42
3/4/2016,4717.02
3/7/2016,4708.25
3/8/2016,4648.82
3/9/2016,4674.38
3/10/2016,4662.16
3/11/2016,4748.47
3/14/2016,4750.28
3/15/2016,4728.67
3/16/2016,4763.97
3/17/2016,4774.99
3/18/2016,4795.65
3/21/2016,4808.87
3/22/2016,4821.66
3/23/2016,4768.86
3/24/2016,4773.51
3/25/2016,.
3/28/2016,4766.79
3/29/2016,4846.62
3/30/2016,4869.29
3/31/2016,4869.85
4/1/2016,4914.54
4/4/2016,4891.8
4/5/2016,4843.93
4/6/2016,4920.72
4/7/2016,4848.37
4/8/2016,4850.69
4/11/2016,4833.4
4/12/2016,4872.09
4/13/2016,4947.42
4/14/2016,4945.89
4/15/2016,4938.22
4/18/2016,4960.02
4/19/2016,4940.33
4/20/2016,4948.13
4/21/2016,4945.89
4/22/2016,4906.23
4/25/2016,4895.79
4/26/2016,4888.28
4/27/2016,4863.14
4/28/2016,4805.29
4/29/2016,4775.36
5/2/2016,4817.59
5/3/2016,4763.22
5/4/2016,4725.64
5/5/2016,4717.09
5/6/2016,4736.16
5/9/2016,4750.21
5/10/2016,4809.88
5/11/2016,4760.69
5/12/2016,4737.33
5/13/2016,4717.68
5/16/2016,4775.46
5/17/2016,4715.73
5/18/2016,4739.12
5/19/2016,4712.53
5/20/2016,4769.56
5/23/2016,4765.78
5/24/2016,4861.06
5/25/2016,4894.89
5/26/2016,4901.77
5/27/2016,4933.5
5/30/2016,.
5/31/2016,4948.05
6/1/2016,4952.25
6/2/2016,4971.36
6/3/2016,4942.52
6/6/2016,4968.71
6/7/2016,4961.75
6/8/2016,4974.64
6/9/2016,4958.62
6/10/2016,4894.55
6/13/2016,4848.44
6/14/2016,4843.55
6/15/2016,4834.93
6/16/2016,4844.91
6/17/2016,4800.34
6/20/2016,4837.21
6/21/2016,4843.76
6/22/2016,4833.32
6/23/2016,4910.04
6/24/2016,4707.98
6/27/2016,4594.44
6/28/2016,4691.87
6/29/2016,4779.25
6/30/2016,4842.67
7/1/2016,4862.57
7/4/2016,.
7/5/2016,4822.9
